score	n	ineditismo	poder	familias	datasets_sugeridos
0.156	4	0.17	4691	demografia_censo+natalidade+politica+saneamento_agua	br_ibge_censo2022_raca, br_ms_sinasc, br_tse_eleicoes, br_ana_outorgas
0.156	4	0.17	4691	demografia_censo+natalidade+politica+vigilancia_sinan	br_ibge_censo2022_raca, br_ms_sinasc, br_tse_eleicoes, br_ms_sinan_violencia
0.156	4	0.17	4691	demografia_censo+natalidade+saneamento_agua+transferencia_renda	br_ibge_censo2022_raca, br_ms_sinasc, br_ana_outorgas, br_mc_indicadores
0.156	4	0.17	4691	desmatamento_clima+mortalidade+natalidade+saneamento_agua	br_inpe_sisam, br_ms_sim, br_ms_sinasc, br_ana_outorgas
0.156	4	0.17	4691	desmatamento_clima+mortalidade+natalidade+saude_producao	br_inpe_sisam, br_ms_sim, br_ms_sinasc, br_ms_cnes
0.156	4	0.17	4691	desmatamento_clima+mortalidade+natalidade+trabalho_empresa	br_inpe_sisam, br_ms_sim, br_ms_sinasc, br_me_cnpj
0.156	4	0.17	4691	desmatamento_clima+mortalidade+natalidade+vigilancia_sinan	br_inpe_sisam, br_ms_sim, br_ms_sinasc, br_ms_sinan_violencia
0.156	4	0.17	4691	desmatamento_clima+natalidade+saneamento_agua+saude_producao	br_inpe_sisam, br_ms_sinasc, br_ana_outorgas, br_ms_cnes
0.156	4	0.17	4691	desmatamento_clima+natalidade+saneamento_agua+trabalho_empresa	br_inpe_sisam, br_ms_sinasc, br_ana_outorgas, br_me_cnpj
0.156	4	0.17	4691	desmatamento_clima+natalidade+saneamento_agua+vigilancia_sinan	br_inpe_sisam, br_ms_sinasc, br_ana_outorgas, br_ms_sinan_violencia
0.156	4	0.17	4691	desmatamento_clima+natalidade+saude_producao+trabalho_empresa	br_inpe_sisam, br_ms_sinasc, br_ms_cnes, br_me_cnpj
0.156	4	0.17	4691	desmatamento_clima+natalidade+saude_producao+vigilancia_sinan	br_inpe_sisam, br_ms_sinasc, br_ms_cnes, br_ms_sinan_violencia
0.156	4	0.17	4691	desmatamento_clima+natalidade+trabalho_empresa+vigilancia_sinan	br_inpe_sisam, br_ms_sinasc, br_me_cnpj, br_ms_sinan_violencia
0.156	4	0.17	4691	educacao+fiscal_municipal+natalidade+saneamento_agua	br_inep_saeb, br_rf_arrecadacao, br_ms_sinasc, br_ana_outorgas
0.156	4	0.17	4691	educacao+fiscal_municipal+natalidade+vigilancia_sinan	br_inep_saeb, br_rf_arrecadacao, br_ms_sinasc, br_ms_sinan_violencia
0.156	4	0.17	4691	educacao+mortalidade+natalidade+saneamento_agua	br_inep_saeb, br_ms_sim, br_ms_sinasc, br_ana_outorgas
0.156	4	0.17	4691	educacao+natalidade+politica+vigilancia_sinan	br_inep_saeb, br_ms_sinasc, br_tse_eleicoes, br_ms_sinan_violencia
0.156	4	0.17	4691	educacao+natalidade+saneamento_agua+saude_producao	br_inep_saeb, br_ms_sinasc, br_ana_outorgas, br_ms_cnes
0.156	4	0.17	4691	educacao+natalidade+saneamento_agua+trabalho_empresa	br_inep_saeb, br_ms_sinasc, br_ana_outorgas, br_me_cnpj
0.156	4	0.17	4691	educacao+natalidade+saneamento_agua+vigilancia_sinan	br_inep_saeb, br_ms_sinasc, br_ana_outorgas, br_ms_sinan_violencia
0.156	4	0.17	4691	fiscal_municipal+mortalidade+natalidade+vigilancia_sinan	br_rf_arrecadacao, br_ms_sim, br_ms_sinasc, br_ms_sinan_violencia
0.156	4	0.17	4691	fiscal_municipal+natalidade+politica+saneamento_agua	br_rf_arrecadacao, br_ms_sinasc, br_tse_eleicoes, br_ana_outorgas
0.156	4	0.17	4691	fiscal_municipal+natalidade+saneamento_agua+transferencia_renda	br_rf_arrecadacao, br_ms_sinasc, br_ana_outorgas, br_mc_indicadores
0.156	4	0.17	4691	fiscal_municipal+natalidade+saneamento_agua+vigilancia_sinan	br_rf_arrecadacao, br_ms_sinasc, br_ana_outorgas, br_ms_sinan_violencia
0.156	4	0.17	4691	fiscal_municipal+natalidade+saude_producao+vigilancia_sinan	br_rf_arrecadacao, br_ms_sinasc, br_ms_cnes, br_ms_sinan_violencia
0.156	4	0.17	4691	fiscal_municipal+natalidade+trabalho_empresa+vigilancia_sinan	br_rf_arrecadacao, br_ms_sinasc, br_me_cnpj, br_ms_sinan_violencia
0.156	4	0.17	4691	fiscal_municipal+natalidade+transferencia_renda+vigilancia_sinan	br_rf_arrecadacao, br_ms_sinasc, br_mc_indicadores, br_ms_sinan_violencia
0.156	4	0.17	4691	fiscalizacao_ambiental+natalidade+politica+saude_producao	br_ibama_autos, br_ms_sinasc, br_tse_eleicoes, br_ms_cnes
0.156	4	0.17	4691	fiscalizacao_ambiental+natalidade+politica+trabalho_empresa	br_ibama_autos, br_ms_sinasc, br_tse_eleicoes, br_me_cnpj
0.156	4	0.17	4691	fiscalizacao_ambiental+natalidade+politica+transferencia_renda	br_ibama_autos, br_ms_sinasc, br_tse_eleicoes, br_mc_indicadores
0.156	4	0.17	4691	fiscalizacao_ambiental+natalidade+saude_producao+trabalho_empresa	br_ibama_autos, br_ms_sinasc, br_ms_cnes, br_me_cnpj
0.156	4	0.17	4691	fiscalizacao_ambiental+natalidade+saude_producao+transferencia_renda	br_ibama_autos, br_ms_sinasc, br_ms_cnes, br_mc_indicadores
0.156	4	0.17	4691	fiscalizacao_ambiental+natalidade+trabalho_empresa+transferencia_renda	br_ibama_autos, br_ms_sinasc, br_me_cnpj, br_mc_indicadores
0.156	4	0.17	4691	fundiario+natalidade+saude_producao+trabalho_empresa	br_sfb_sicar, br_ms_sinasc, br_ms_cnes, br_me_cnpj
0.156	4	0.17	4691	mobilidade+mortalidade+natalidade+trabalho_empresa	br_mobilidados_indicadores, br_ms_sim, br_ms_sinasc, br_me_cnpj
0.156	4	0.17	4691	mortalidade+natalidade+politica+saneamento_agua	br_ms_sim, br_ms_sinasc, br_tse_eleicoes, br_ana_outorgas
0.156	4	0.17	4691	mortalidade+natalidade+politica+vigilancia_sinan	br_ms_sim, br_ms_sinasc, br_tse_eleicoes, br_ms_sinan_violencia
0.156	4	0.17	4691	mortalidade+natalidade+saneamento_agua+transferencia_renda	br_ms_sim, br_ms_sinasc, br_ana_outorgas, br_mc_indicadores
0.156	4	0.17	4691	natalidade+politica+saneamento_agua+saude_producao	br_ms_sinasc, br_tse_eleicoes, br_ana_outorgas, br_ms_cnes
0.156	4	0.17	4691	natalidade+politica+saneamento_agua+trabalho_empresa	br_ms_sinasc, br_tse_eleicoes, br_ana_outorgas, br_me_cnpj
0.156	4	0.17	4691	natalidade+politica+saude_producao+vigilancia_sinan	br_ms_sinasc, br_tse_eleicoes, br_ms_cnes, br_ms_sinan_violencia
0.156	4	0.17	4691	natalidade+politica+trabalho_empresa+vigilancia_sinan	br_ms_sinasc, br_tse_eleicoes, br_me_cnpj, br_ms_sinan_violencia
0.156	4	0.17	4691	natalidade+politica+transferencia_renda+vigilancia_sinan	br_ms_sinasc, br_tse_eleicoes, br_mc_indicadores, br_ms_sinan_violencia
0.156	4	0.17	4691	natalidade+saneamento_agua+saude_producao+transferencia_renda	br_ms_sinasc, br_ana_outorgas, br_ms_cnes, br_mc_indicadores
0.156	4	0.17	4691	natalidade+saneamento_agua+trabalho_empresa+transferencia_renda	br_ms_sinasc, br_ana_outorgas, br_me_cnpj, br_mc_indicadores
0.156	4	0.17	4691	natalidade+saneamento_agua+transferencia_renda+vigilancia_sinan	br_ms_sinasc, br_ana_outorgas, br_mc_indicadores, br_ms_sinan_violencia
0.133	4	0.17	3985	agropecuaria+credito_financeiro+desmatamento_clima+mineracao_energia	br_ibge_ppm, br_bcb_sicor, br_inpe_sisam, br_anm
0.133	4	0.17	3985	agropecuaria+credito_financeiro+fiscal_municipal+mineracao_energia	br_ibge_ppm, br_bcb_sicor, br_rf_arrecadacao, br_anm
0.133	4	0.17	3985	agropecuaria+credito_financeiro+fiscalizacao_ambiental+mineracao_energia	br_ibge_ppm, br_bcb_sicor, br_ibama_autos, br_anm
0.133	4	0.17	3985	agropecuaria+credito_financeiro+fundiario+mineracao_energia	br_ibge_ppm, br_bcb_sicor, br_sfb_sicar, br_anm
0.133	4	0.17	3985	agropecuaria+credito_financeiro+mineracao_energia+trabalho_empresa	br_ibge_ppm, br_bcb_sicor, br_anm, br_me_cnpj
0.133	4	0.17	3985	agropecuaria+credito_financeiro+mineracao_energia+transferencia_renda	br_ibge_ppm, br_bcb_sicor, br_anm, br_mc_indicadores
0.133	4	0.17	3985	agropecuaria+desmatamento_clima+fiscalizacao_ambiental+mineracao_energia	br_ibge_ppm, br_inpe_sisam, br_ibama_autos, br_anm
0.133	4	0.17	3985	agropecuaria+desmatamento_clima+fundiario+mineracao_energia	br_ibge_ppm, br_inpe_sisam, br_sfb_sicar, br_anm
0.133	4	0.17	3985	agropecuaria+desmatamento_clima+mineracao_energia+mortalidade	br_ibge_ppm, br_inpe_sisam, br_anm, br_ms_sim
0.133	4	0.17	3985	agropecuaria+desmatamento_clima+mineracao_energia+trabalho_empresa	br_ibge_ppm, br_inpe_sisam, br_anm, br_me_cnpj
0.133	4	0.17	3985	agropecuaria+fiscal_municipal+mineracao_energia+mortalidade	br_ibge_ppm, br_rf_arrecadacao, br_anm, br_ms_sim
0.133	4	0.17	3985	agropecuaria+fiscal_municipal+mineracao_energia+trabalho_empresa	br_ibge_ppm, br_rf_arrecadacao, br_anm, br_me_cnpj
0.133	4	0.17	3985	agropecuaria+fiscal_municipal+mineracao_energia+transferencia_renda	br_ibge_ppm, br_rf_arrecadacao, br_anm, br_mc_indicadores
0.133	4	0.17	3985	agropecuaria+fiscalizacao_ambiental+fundiario+mineracao_energia	br_ibge_ppm, br_ibama_autos, br_sfb_sicar, br_anm
0.133	4	0.17	3985	agropecuaria+fiscalizacao_ambiental+mineracao_energia+trabalho_empresa	br_ibge_ppm, br_ibama_autos, br_anm, br_me_cnpj
0.133	4	0.17	3985	agropecuaria+fiscalizacao_ambiental+mineracao_energia+transferencia_renda	br_ibge_ppm, br_ibama_autos, br_anm, br_mc_indicadores
0.133	4	0.17	3985	agropecuaria+fundiario+mineracao_energia+trabalho_empresa	br_ibge_ppm, br_sfb_sicar, br_anm, br_me_cnpj
0.133	4	0.17	3985	agropecuaria+mineracao_energia+mortalidade+trabalho_empresa	br_ibge_ppm, br_anm, br_ms_sim, br_me_cnpj
0.133	4	0.17	3985	agropecuaria+mineracao_energia+mortalidade+transferencia_renda	br_ibge_ppm, br_anm, br_ms_sim, br_mc_indicadores
0.133	4	0.17	3985	agropecuaria+mineracao_energia+trabalho_empresa+transferencia_renda	br_ibge_ppm, br_anm, br_me_cnpj, br_mc_indicadores
0.133	4	0.17	3985	compras_publicas+conectividade+fundiario+mineracao_energia	br_cgu_emendas_parlamentares, br_anatel_banda_larga_fixa, br_sfb_sicar, br_anm
0.133	4	0.17	3985	compras_publicas+conectividade+mineracao_energia+natalidade	br_cgu_emendas_parlamentares, br_anatel_banda_larga_fixa, br_anm, br_ms_sinasc
0.133	4	0.17	3985	compras_publicas+conectividade+mineracao_energia+saneamento_agua	br_cgu_emendas_parlamentares, br_anatel_banda_larga_fixa, br_anm, br_ana_outorgas
0.133	4	0.17	3985	compras_publicas+conectividade+mineracao_energia+vigilancia_sinan	br_cgu_emendas_parlamentares, br_anatel_banda_larga_fixa, br_anm, br_ms_sinan_violencia
0.133	4	0.17	3985	compras_publicas+credito_financeiro+mineracao_energia+mortalidade	br_cgu_emendas_parlamentares, br_bcb_sicor, br_anm, br_ms_sim
0.133	4	0.17	3985	compras_publicas+credito_financeiro+mineracao_energia+natalidade	br_cgu_emendas_parlamentares, br_bcb_sicor, br_anm, br_ms_sinasc
0.133	4	0.17	3985	compras_publicas+credito_financeiro+mineracao_energia+politica	br_cgu_emendas_parlamentares, br_bcb_sicor, br_anm, br_tse_eleicoes
0.133	4	0.17	3985	compras_publicas+credito_financeiro+mineracao_energia+vigilancia_sinan	br_cgu_emendas_parlamentares, br_bcb_sicor, br_anm, br_ms_sinan_violencia
0.133	4	0.17	3985	compras_publicas+demografia_censo+mineracao_energia+mobilidade	br_cgu_emendas_parlamentares, br_ibge_censo2022_raca, br_anm, br_mobilidados_indicadores
0.133	4	0.17	3985	compras_publicas+demografia_censo+mineracao_energia+saneamento_agua	br_cgu_emendas_parlamentares, br_ibge_censo2022_raca, br_anm, br_ana_outorgas
0.133	4	0.17	3985	compras_publicas+demografia_censo+mineracao_energia+vigilancia_sinan	br_cgu_emendas_parlamentares, br_ibge_censo2022_raca, br_anm, br_ms_sinan_violencia
0.133	4	0.17	3985	compras_publicas+desmatamento_clima+educacao+mineracao_energia	br_cgu_emendas_parlamentares, br_inpe_sisam, br_inep_saeb, br_anm
0.133	4	0.17	3985	compras_publicas+desmatamento_clima+fiscal_municipal+mineracao_energia	br_cgu_emendas_parlamentares, br_inpe_sisam, br_rf_arrecadacao, br_anm
0.133	4	0.17	3985	compras_publicas+desmatamento_clima+mineracao_energia+natalidade	br_cgu_emendas_parlamentares, br_inpe_sisam, br_anm, br_ms_sinasc
0.133	4	0.17	3985	compras_publicas+desmatamento_clima+mineracao_energia+politica	br_cgu_emendas_parlamentares, br_inpe_sisam, br_anm, br_tse_eleicoes
0.133	4	0.17	3985	compras_publicas+desmatamento_clima+mineracao_energia+saneamento_agua	br_cgu_emendas_parlamentares, br_inpe_sisam, br_anm, br_ana_outorgas
0.133	4	0.17	3985	compras_publicas+desmatamento_clima+mineracao_energia+transferencia_renda	br_cgu_emendas_parlamentares, br_inpe_sisam, br_anm, br_mc_indicadores
0.133	4	0.17	3985	compras_publicas+desmatamento_clima+mineracao_energia+vigilancia_sinan	br_cgu_emendas_parlamentares, br_inpe_sisam, br_anm, br_ms_sinan_violencia
0.133	4	0.17	3985	compras_publicas+educacao+fiscalizacao_ambiental+mineracao_energia	br_cgu_emendas_parlamentares, br_inep_saeb, br_ibama_autos, br_anm
0.133	4	0.17	3985	compras_publicas+educacao+fundiario+mineracao_energia	br_cgu_emendas_parlamentares, br_inep_saeb, br_sfb_sicar, br_anm
0.133	4	0.17	3985	compras_publicas+educacao+mineracao_energia+vigilancia_sinan	br_cgu_emendas_parlamentares, br_inep_saeb, br_anm, br_ms_sinan_violencia
0.133	4	0.17	3985	compras_publicas+fiscal_municipal+fiscalizacao_ambiental+mineracao_energia	br_cgu_emendas_parlamentares, br_rf_arrecadacao, br_ibama_autos, br_anm
0.133	4	0.17	3985	compras_publicas+fiscal_municipal+fundiario+mineracao_energia	br_cgu_emendas_parlamentares, br_rf_arrecadacao, br_sfb_sicar, br_anm
0.133	4	0.17	3985	compras_publicas+fiscal_municipal+mineracao_energia+saneamento_agua	br_cgu_emendas_parlamentares, br_rf_arrecadacao, br_anm, br_ana_outorgas
0.133	4	0.17	3985	compras_publicas+fiscalizacao_ambiental+mineracao_energia+mortalidade	br_cgu_emendas_parlamentares, br_ibama_autos, br_anm, br_ms_sim
0.133	4	0.17	3985	compras_publicas+fiscalizacao_ambiental+mineracao_energia+natalidade	br_cgu_emendas_parlamentares, br_ibama_autos, br_anm, br_ms_sinasc
0.133	4	0.17	3985	compras_publicas+fundiario+mineracao_energia+mortalidade	br_cgu_emendas_parlamentares, br_sfb_sicar, br_anm, br_ms_sim
0.133	4	0.17	3985	compras_publicas+fundiario+mineracao_energia+natalidade	br_cgu_emendas_parlamentares, br_sfb_sicar, br_anm, br_ms_sinasc
0.133	4	0.17	3985	compras_publicas+fundiario+mineracao_energia+politica	br_cgu_emendas_parlamentares, br_sfb_sicar, br_anm, br_tse_eleicoes
0.133	4	0.17	3985	compras_publicas+fundiario+mineracao_energia+transferencia_renda	br_cgu_emendas_parlamentares, br_sfb_sicar, br_anm, br_mc_indicadores
0.133	4	0.17	3985	compras_publicas+mineracao_energia+mobilidade+mortalidade	br_cgu_emendas_parlamentares, br_anm, br_mobilidados_indicadores, br_ms_sim
0.133	4	0.17	3985	compras_publicas+mineracao_energia+mobilidade+trabalho_empresa	br_cgu_emendas_parlamentares, br_anm, br_mobilidados_indicadores, br_me_cnpj
0.133	4	0.17	3985	compras_publicas+mineracao_energia+mortalidade+saneamento_agua	br_cgu_emendas_parlamentares, br_anm, br_ms_sim, br_ana_outorgas
0.133	4	0.17	3985	compras_publicas+mineracao_energia+mortalidade+vigilancia_sinan	br_cgu_emendas_parlamentares, br_anm, br_ms_sim, br_ms_sinan_violencia
0.133	4	0.17	3985	compras_publicas+mineracao_energia+natalidade+saneamento_agua	br_cgu_emendas_parlamentares, br_anm, br_ms_sinasc, br_ana_outorgas
0.133	4	0.17	3985	compras_publicas+mineracao_energia+natalidade+vigilancia_sinan	br_cgu_emendas_parlamentares, br_anm, br_ms_sinasc, br_ms_sinan_violencia
0.133	4	0.17	3985	compras_publicas+mineracao_energia+saneamento_agua+saude_producao	br_cgu_emendas_parlamentares, br_anm, br_ana_outorgas, br_ms_cnes
0.133	4	0.17	3985	compras_publicas+mineracao_energia+saneamento_agua+trabalho_empresa	br_cgu_emendas_parlamentares, br_anm, br_ana_outorgas, br_me_cnpj
0.133	4	0.17	3985	compras_publicas+mineracao_energia+saude_producao+vigilancia_sinan	br_cgu_emendas_parlamentares, br_anm, br_ms_cnes, br_ms_sinan_violencia
0.133	4	0.17	3985	compras_publicas+mineracao_energia+trabalho_empresa+vigilancia_sinan	br_cgu_emendas_parlamentares, br_anm, br_me_cnpj, br_ms_sinan_violencia
0.133	4	0.17	3985	compras_publicas+mineracao_energia+transferencia_renda+vigilancia_sinan	br_cgu_emendas_parlamentares, br_anm, br_mc_indicadores, br_ms_sinan_violencia
0.133	4	0.17	3985	conectividade+credito_financeiro+fundiario+mineracao_energia	br_anatel_banda_larga_fixa, br_bcb_sicor, br_sfb_sicar, br_anm
0.133	4	0.17	3985	conectividade+credito_financeiro+mineracao_energia+mortalidade	br_anatel_banda_larga_fixa, br_bcb_sicor, br_anm, br_ms_sim
0.133	4	0.17	3985	conectividade+credito_financeiro+mineracao_energia+politica	br_anatel_banda_larga_fixa, br_bcb_sicor, br_anm, br_tse_eleicoes
0.133	4	0.17	3985	conectividade+demografia_censo+fundiario+mineracao_energia	br_anatel_banda_larga_fixa, br_ibge_censo2022_raca, br_sfb_sicar, br_anm
0.133	4	0.17	3985	conectividade+demografia_censo+mineracao_energia+mobilidade	br_anatel_banda_larga_fixa, br_ibge_censo2022_raca, br_anm, br_mobilidados_indicadores
0.133	4	0.17	3985	conectividade+demografia_censo+mineracao_energia+natalidade	br_anatel_banda_larga_fixa, br_ibge_censo2022_raca, br_anm, br_ms_sinasc
0.133	4	0.17	3985	conectividade+demografia_censo+mineracao_energia+saneamento_agua	br_anatel_banda_larga_fixa, br_ibge_censo2022_raca, br_anm, br_ana_outorgas
0.133	4	0.17	3985	conectividade+desmatamento_clima+educacao+mineracao_energia	br_anatel_banda_larga_fixa, br_inpe_sisam, br_inep_saeb, br_anm
0.133	4	0.17	3985	conectividade+desmatamento_clima+fiscal_municipal+mineracao_energia	br_anatel_banda_larga_fixa, br_inpe_sisam, br_rf_arrecadacao, br_anm
0.133	4	0.17	3985	conectividade+desmatamento_clima+fundiario+mineracao_energia	br_anatel_banda_larga_fixa, br_inpe_sisam, br_sfb_sicar, br_anm
0.133	4	0.17	3985	conectividade+desmatamento_clima+mineracao_energia+politica	br_anatel_banda_larga_fixa, br_inpe_sisam, br_anm, br_tse_eleicoes
0.133	4	0.17	3985	conectividade+desmatamento_clima+mineracao_energia+saneamento_agua	br_anatel_banda_larga_fixa, br_inpe_sisam, br_anm, br_ana_outorgas
0.133	4	0.17	3985	conectividade+desmatamento_clima+mineracao_energia+transferencia_renda	br_anatel_banda_larga_fixa, br_inpe_sisam, br_anm, br_mc_indicadores
0.133	4	0.17	3985	conectividade+educacao+fiscalizacao_ambiental+mineracao_energia	br_anatel_banda_larga_fixa, br_inep_saeb, br_ibama_autos, br_anm
0.133	4	0.17	3985	conectividade+educacao+mineracao_energia+natalidade	br_anatel_banda_larga_fixa, br_inep_saeb, br_anm, br_ms_sinasc
0.133	4	0.17	3985	conectividade+fiscal_municipal+fiscalizacao_ambiental+mineracao_energia	br_anatel_banda_larga_fixa, br_rf_arrecadacao, br_ibama_autos, br_anm
0.133	4	0.17	3985	conectividade+fiscal_municipal+mineracao_energia+natalidade	br_anatel_banda_larga_fixa, br_rf_arrecadacao, br_anm, br_ms_sinasc
0.133	4	0.17	3985	conectividade+fiscal_municipal+mineracao_energia+saneamento_agua	br_anatel_banda_larga_fixa, br_rf_arrecadacao, br_anm, br_ana_outorgas
0.133	4	0.17	3985	conectividade+fiscal_municipal+mineracao_energia+vigilancia_sinan	br_anatel_banda_larga_fixa, br_rf_arrecadacao, br_anm, br_ms_sinan_violencia
0.133	4	0.17	3985	conectividade+fiscalizacao_ambiental+fundiario+mineracao_energia	br_anatel_banda_larga_fixa, br_ibama_autos, br_sfb_sicar, br_anm
0.133	4	0.17	3985	conectividade+fiscalizacao_ambiental+mineracao_energia+mortalidade	br_anatel_banda_larga_fixa, br_ibama_autos, br_anm, br_ms_sim
0.133	4	0.17	3985	conectividade+fiscalizacao_ambiental+mineracao_energia+vigilancia_sinan	br_anatel_banda_larga_fixa, br_ibama_autos, br_anm, br_ms_sinan_violencia
0.133	4	0.17	3985	conectividade+fundiario+mineracao_energia+saude_producao	br_anatel_banda_larga_fixa, br_sfb_sicar, br_anm, br_ms_cnes
0.133	4	0.17	3985	conectividade+fundiario+mineracao_energia+trabalho_empresa	br_anatel_banda_larga_fixa, br_sfb_sicar, br_anm, br_me_cnpj
0.133	4	0.17	3985	conectividade+mineracao_energia+mobilidade+mortalidade	br_anatel_banda_larga_fixa, br_anm, br_mobilidados_indicadores, br_ms_sim
0.133	4	0.17	3985	conectividade+mineracao_energia+mobilidade+trabalho_empresa	br_anatel_banda_larga_fixa, br_anm, br_mobilidados_indicadores, br_me_cnpj
0.133	4	0.17	3985	conectividade+mineracao_energia+mortalidade+natalidade	br_anatel_banda_larga_fixa, br_anm, br_ms_sim, br_ms_sinasc
0.133	4	0.17	3985	conectividade+mineracao_energia+mortalidade+saneamento_agua	br_anatel_banda_larga_fixa, br_anm, br_ms_sim, br_ana_outorgas
0.133	4	0.17	3985	conectividade+mineracao_energia+natalidade+politica	br_anatel_banda_larga_fixa, br_anm, br_ms_sinasc, br_tse_eleicoes
0.133	4	0.17	3985	conectividade+mineracao_energia+natalidade+saude_producao	br_anatel_banda_larga_fixa, br_anm, br_ms_sinasc, br_ms_cnes
0.133	4	0.17	3985	conectividade+mineracao_energia+natalidade+trabalho_empresa	br_anatel_banda_larga_fixa, br_anm, br_ms_sinasc, br_me_cnpj
0.133	4	0.17	3985	conectividade+mineracao_energia+natalidade+transferencia_renda	br_anatel_banda_larga_fixa, br_anm, br_ms_sinasc, br_mc_indicadores
0.133	4	0.17	3985	conectividade+mineracao_energia+natalidade+vigilancia_sinan	br_anatel_banda_larga_fixa, br_anm, br_ms_sinasc, br_ms_sinan_violencia
0.133	4	0.17	3985	conectividade+mineracao_energia+politica+vigilancia_sinan	br_anatel_banda_larga_fixa, br_anm, br_tse_eleicoes, br_ms_sinan_violencia
0.133	4	0.17	3985	conectividade+mineracao_energia+saneamento_agua+saude_producao	br_anatel_banda_larga_fixa, br_anm, br_ana_outorgas, br_ms_cnes
0.133	4	0.17	3985	conectividade+mineracao_energia+saneamento_agua+trabalho_empresa	br_anatel_banda_larga_fixa, br_anm, br_ana_outorgas, br_me_cnpj
0.133	4	0.17	3985	conectividade+mineracao_energia+saneamento_agua+vigilancia_sinan	br_anatel_banda_larga_fixa, br_anm, br_ana_outorgas, br_ms_sinan_violencia
0.133	4	0.17	3985	credito_financeiro+demografia_censo+mineracao_energia+mobilidade	br_bcb_sicor, br_ibge_censo2022_raca, br_anm, br_mobilidados_indicadores
0.133	4	0.17	3985	credito_financeiro+demografia_censo+mineracao_energia+mortalidade	br_bcb_sicor, br_ibge_censo2022_raca, br_anm, br_ms_sim
0.133	4	0.17	3985	credito_financeiro+demografia_censo+mineracao_energia+natalidade	br_bcb_sicor, br_ibge_censo2022_raca, br_anm, br_ms_sinasc
0.133	4	0.17	3985	credito_financeiro+demografia_censo+mineracao_energia+politica	br_bcb_sicor, br_ibge_censo2022_raca, br_anm, br_tse_eleicoes
0.133	4	0.17	3985	credito_financeiro+desmatamento_clima+educacao+mineracao_energia	br_bcb_sicor, br_inpe_sisam, br_inep_saeb, br_anm
0.133	4	0.17	3985	credito_financeiro+desmatamento_clima+fiscal_municipal+mineracao_energia	br_bcb_sicor, br_inpe_sisam, br_rf_arrecadacao, br_anm
0.133	4	0.17	3985	credito_financeiro+desmatamento_clima+mineracao_energia+mortalidade	br_bcb_sicor, br_inpe_sisam, br_anm, br_ms_sim
0.133	4	0.17	3985	credito_financeiro+desmatamento_clima+mineracao_energia+transferencia_renda	br_bcb_sicor, br_inpe_sisam, br_anm, br_mc_indicadores
0.133	4	0.17	3985	credito_financeiro+educacao+fiscalizacao_ambiental+mineracao_energia	br_bcb_sicor, br_inep_saeb, br_ibama_autos, br_anm
0.133	4	0.17	3985	credito_financeiro+educacao+fundiario+mineracao_energia	br_bcb_sicor, br_inep_saeb, br_sfb_sicar, br_anm
0.133	4	0.17	3985	credito_financeiro+educacao+mineracao_energia+mortalidade	br_bcb_sicor, br_inep_saeb, br_anm, br_ms_sim
0.133	4	0.17	3985	credito_financeiro+educacao+mineracao_energia+natalidade	br_bcb_sicor, br_inep_saeb, br_anm, br_ms_sinasc
0.133	4	0.17	3985	credito_financeiro+educacao+mineracao_energia+politica	br_bcb_sicor, br_inep_saeb, br_anm, br_tse_eleicoes
0.133	4	0.17	3985	credito_financeiro+fiscal_municipal+fiscalizacao_ambiental+mineracao_energia	br_bcb_sicor, br_rf_arrecadacao, br_ibama_autos, br_anm
0.133	4	0.17	3985	credito_financeiro+fiscal_municipal+fundiario+mineracao_energia	br_bcb_sicor, br_rf_arrecadacao, br_sfb_sicar, br_anm
0.133	4	0.17	3985	credito_financeiro+fiscal_municipal+mineracao_energia+mortalidade	br_bcb_sicor, br_rf_arrecadacao, br_anm, br_ms_sim
0.133	4	0.17	3985	credito_financeiro+fiscal_municipal+mineracao_energia+natalidade	br_bcb_sicor, br_rf_arrecadacao, br_anm, br_ms_sinasc
0.133	4	0.17	3985	credito_financeiro+fiscal_municipal+mineracao_energia+politica	br_bcb_sicor, br_rf_arrecadacao, br_anm, br_tse_eleicoes
0.133	4	0.17	3985	credito_financeiro+fiscal_municipal+mineracao_energia+vigilancia_sinan	br_bcb_sicor, br_rf_arrecadacao, br_anm, br_ms_sinan_violencia
0.133	4	0.17	3985	credito_financeiro+fiscalizacao_ambiental+mineracao_energia+politica	br_bcb_sicor, br_ibama_autos, br_anm, br_tse_eleicoes
0.133	4	0.17	3985	credito_financeiro+fiscalizacao_ambiental+mineracao_energia+vigilancia_sinan	br_bcb_sicor, br_ibama_autos, br_anm, br_ms_sinan_violencia
0.133	4	0.17	3985	credito_financeiro+fundiario+mineracao_energia+transferencia_renda	br_bcb_sicor, br_sfb_sicar, br_anm, br_mc_indicadores
0.133	4	0.17	3985	credito_financeiro+fundiario+mineracao_energia+vigilancia_sinan	br_bcb_sicor, br_sfb_sicar, br_anm, br_ms_sinan_violencia
0.133	4	0.17	3985	credito_financeiro+mineracao_energia+mobilidade+trabalho_empresa	br_bcb_sicor, br_anm, br_mobilidados_indicadores, br_me_cnpj
0.133	4	0.17	3985	credito_financeiro+mineracao_energia+mortalidade+saude_producao	br_bcb_sicor, br_anm, br_ms_sim, br_ms_cnes
0.133	4	0.17	3985	credito_financeiro+mineracao_energia+mortalidade+trabalho_empresa	br_bcb_sicor, br_anm, br_ms_sim, br_me_cnpj
