n	familias	poder_min_municipios	coberta_por
4	credito_financeiro+natalidade+sancao_integridade+transferencia_renda	3314	
4	credito_financeiro+natalidade+sancao_integridade+vigilancia_sinan	3314	
4	credito_financeiro+politica+sancao_integridade+saneamento_agua	3314	
4	credito_financeiro+politica+sancao_integridade+saude_producao	3314	
4	credito_financeiro+politica+sancao_integridade+trabalho_empresa	3314	
4	credito_financeiro+politica+sancao_integridade+transferencia_renda	3314	
4	credito_financeiro+politica+sancao_integridade+vigilancia_sinan	3314	
4	credito_financeiro+sancao_integridade+saneamento_agua+saude_producao	3314	
4	credito_financeiro+sancao_integridade+saneamento_agua+trabalho_empresa	3314	
4	credito_financeiro+sancao_integridade+saneamento_agua+transferencia_renda	3314	
4	credito_financeiro+sancao_integridade+saneamento_agua+vigilancia_sinan	3314	
4	credito_financeiro+sancao_integridade+saude_producao+trabalho_empresa	3314	
4	credito_financeiro+sancao_integridade+saude_producao+transferencia_renda	3314	
4	credito_financeiro+sancao_integridade+saude_producao+vigilancia_sinan	3314	
4	credito_financeiro+sancao_integridade+trabalho_empresa+transferencia_renda	3314	
4	credito_financeiro+sancao_integridade+trabalho_empresa+vigilancia_sinan	3314	
4	credito_financeiro+sancao_integridade+transferencia_renda+vigilancia_sinan	3314	
4	demografia_censo+desmatamento_clima+educacao+sancao_integridade	3314	
4	demografia_censo+desmatamento_clima+fiscal_municipal+sancao_integridade	3314	
4	demografia_censo+desmatamento_clima+fiscalizacao_ambiental+sancao_integridade	3314	
4	demografia_censo+desmatamento_clima+fundiario+sancao_integridade	3314	
4	demografia_censo+desmatamento_clima+mineracao_energia+sancao_integridade	3314	
4	demografia_censo+desmatamento_clima+mobilidade+sancao_integridade	3314	
4	demografia_censo+desmatamento_clima+mortalidade+sancao_integridade	3314	
4	demografia_censo+desmatamento_clima+natalidade+sancao_integridade	3314	
4	demografia_censo+desmatamento_clima+politica+sancao_integridade	3314	
4	demografia_censo+desmatamento_clima+sancao_integridade+saneamento_agua	3314	
4	demografia_censo+desmatamento_clima+sancao_integridade+saude_producao	3314	
4	demografia_censo+desmatamento_clima+sancao_integridade+trabalho_empresa	3314	
4	demografia_censo+desmatamento_clima+sancao_integridade+transferencia_renda	3314	
4	demografia_censo+desmatamento_clima+sancao_integridade+vigilancia_sinan	3314	
4	demografia_censo+educacao+fiscal_municipal+sancao_integridade	3314	H?
4	demografia_censo+educacao+fiscalizacao_ambiental+sancao_integridade	3314	
4	demografia_censo+educacao+fundiario+sancao_integridade	3314	
4	demografia_censo+educacao+mineracao_energia+sancao_integridade	3314	
4	demografia_censo+educacao+mobilidade+sancao_integridade	3314	
4	demografia_censo+educacao+mortalidade+sancao_integridade	3314	
4	demografia_censo+educacao+natalidade+sancao_integridade	3314	
4	demografia_censo+educacao+politica+sancao_integridade	3314	
4	demografia_censo+educacao+sancao_integridade+saneamento_agua	3314	
4	demografia_censo+educacao+sancao_integridade+saude_producao	3314	
4	demografia_censo+educacao+sancao_integridade+trabalho_empresa	3314	H?
4	demografia_censo+educacao+sancao_integridade+transferencia_renda	3314	H?
4	demografia_censo+educacao+sancao_integridade+vigilancia_sinan	3314	
4	demografia_censo+fiscal_municipal+fiscalizacao_ambiental+sancao_integridade	3314	
4	demografia_censo+fiscal_municipal+fundiario+sancao_integridade	3314	
4	demografia_censo+fiscal_municipal+mineracao_energia+sancao_integridade	3314	
4	demografia_censo+fiscal_municipal+mobilidade+sancao_integridade	3314	
4	demografia_censo+fiscal_municipal+mortalidade+sancao_integridade	3314	
4	demografia_censo+fiscal_municipal+natalidade+sancao_integridade	3314	
4	demografia_censo+fiscal_municipal+politica+sancao_integridade	3314	
4	demografia_censo+fiscal_municipal+sancao_integridade+saneamento_agua	3314	
4	demografia_censo+fiscal_municipal+sancao_integridade+saude_producao	3314	
4	demografia_censo+fiscal_municipal+sancao_integridade+trabalho_empresa	3314	
4	demografia_censo+fiscal_municipal+sancao_integridade+transferencia_renda	3314	
4	demografia_censo+fiscal_municipal+sancao_integridade+vigilancia_sinan	3314	
4	demografia_censo+fiscalizacao_ambiental+fundiario+sancao_integridade	3314	
4	demografia_censo+fiscalizacao_ambiental+mineracao_energia+sancao_integridade	3314	
4	demografia_censo+fiscalizacao_ambiental+mobilidade+sancao_integridade	3314	
4	demografia_censo+fiscalizacao_ambiental+mortalidade+sancao_integridade	3314	
4	demografia_censo+fiscalizacao_ambiental+natalidade+sancao_integridade	3314	
4	demografia_censo+fiscalizacao_ambiental+politica+sancao_integridade	3314	
4	demografia_censo+fiscalizacao_ambiental+sancao_integridade+saneamento_agua	3314	
4	demografia_censo+fiscalizacao_ambiental+sancao_integridade+saude_producao	3314	
4	demografia_censo+fiscalizacao_ambiental+sancao_integridade+trabalho_empresa	3314	
4	demografia_censo+fiscalizacao_ambiental+sancao_integridade+transferencia_renda	3314	
4	demografia_censo+fiscalizacao_ambiental+sancao_integridade+vigilancia_sinan	3314	
4	demografia_censo+fundiario+mineracao_energia+sancao_integridade	3314	
4	demografia_censo+fundiario+mobilidade+sancao_integridade	3314	
4	demografia_censo+fundiario+mortalidade+sancao_integridade	3314	
4	demografia_censo+fundiario+natalidade+sancao_integridade	3314	
4	demografia_censo+fundiario+politica+sancao_integridade	3314	
4	demografia_censo+fundiario+sancao_integridade+saneamento_agua	3314	
4	demografia_censo+fundiario+sancao_integridade+saude_producao	3314	
4	demografia_censo+fundiario+sancao_integridade+trabalho_empresa	3314	
4	demografia_censo+fundiario+sancao_integridade+transferencia_renda	3314	
4	demografia_censo+fundiario+sancao_integridade+vigilancia_sinan	3314	
4	demografia_censo+mineracao_energia+mobilidade+sancao_integridade	3314	
4	demografia_censo+mineracao_energia+mortalidade+sancao_integridade	3314	
4	demografia_censo+mineracao_energia+natalidade+sancao_integridade	3314	
4	demografia_censo+mineracao_energia+politica+sancao_integridade	3314	
4	demografia_censo+mineracao_energia+sancao_integridade+saneamento_agua	3314	
4	demografia_censo+mineracao_energia+sancao_integridade+saude_producao	3314	
4	demografia_censo+mineracao_energia+sancao_integridade+trabalho_empresa	3314	
4	demografia_censo+mineracao_energia+sancao_integridade+transferencia_renda	3314	
4	demografia_censo+mineracao_energia+sancao_integridade+vigilancia_sinan	3314	
4	demografia_censo+mobilidade+mortalidade+sancao_integridade	3314	
4	demografia_censo+mobilidade+natalidade+sancao_integridade	3314	
4	demografia_censo+mobilidade+politica+sancao_integridade	3314	
4	demografia_censo+mobilidade+sancao_integridade+saneamento_agua	3314	
4	demografia_censo+mobilidade+sancao_integridade+saude_producao	3314	
4	demografia_censo+mobilidade+sancao_integridade+trabalho_empresa	3314	
4	demografia_censo+mobilidade+sancao_integridade+transferencia_renda	3314	
4	demografia_censo+mobilidade+sancao_integridade+vigilancia_sinan	3314	
4	demografia_censo+mortalidade+natalidade+sancao_integridade	3314	
4	demografia_censo+mortalidade+politica+sancao_integridade	3314	
4	demografia_censo+mortalidade+sancao_integridade+saneamento_agua	3314	
4	demografia_censo+mortalidade+sancao_integridade+saude_producao	3314	
4	demografia_censo+mortalidade+sancao_integridade+trabalho_empresa	3314	
4	demografia_censo+mortalidade+sancao_integridade+transferencia_renda	3314	
4	demografia_censo+mortalidade+sancao_integridade+vigilancia_sinan	3314	
4	demografia_censo+natalidade+politica+sancao_integridade	3314	
4	demografia_censo+natalidade+sancao_integridade+saneamento_agua	3314	
4	demografia_censo+natalidade+sancao_integridade+saude_producao	3314	
4	demografia_censo+natalidade+sancao_integridade+trabalho_empresa	3314	
4	demografia_censo+natalidade+sancao_integridade+transferencia_renda	3314	
4	demografia_censo+natalidade+sancao_integridade+vigilancia_sinan	3314	
4	demografia_censo+politica+sancao_integridade+saneamento_agua	3314	
4	demografia_censo+politica+sancao_integridade+saude_producao	3314	
4	demografia_censo+politica+sancao_integridade+trabalho_empresa	3314	
4	demografia_censo+politica+sancao_integridade+transferencia_renda	3314	
4	demografia_censo+politica+sancao_integridade+vigilancia_sinan	3314	
4	demografia_censo+sancao_integridade+saneamento_agua+saude_producao	3314	
4	demografia_censo+sancao_integridade+saneamento_agua+trabalho_empresa	3314	
4	demografia_censo+sancao_integridade+saneamento_agua+transferencia_renda	3314	
4	demografia_censo+sancao_integridade+saneamento_agua+vigilancia_sinan	3314	
4	demografia_censo+sancao_integridade+saude_producao+trabalho_empresa	3314	
4	demografia_censo+sancao_integridade+saude_producao+transferencia_renda	3314	
4	demografia_censo+sancao_integridade+saude_producao+vigilancia_sinan	3314	
4	demografia_censo+sancao_integridade+trabalho_empresa+transferencia_renda	3314	H?
4	demografia_censo+sancao_integridade+trabalho_empresa+vigilancia_sinan	3314	
4	demografia_censo+sancao_integridade+transferencia_renda+vigilancia_sinan	3314	
4	desmatamento_clima+educacao+fiscal_municipal+sancao_integridade	3314	
4	desmatamento_clima+educacao+fiscalizacao_ambiental+sancao_integridade	3314	
4	desmatamento_clima+educacao+fundiario+sancao_integridade	3314	
4	desmatamento_clima+educacao+mineracao_energia+sancao_integridade	3314	
4	desmatamento_clima+educacao+mobilidade+sancao_integridade	3314	
4	desmatamento_clima+educacao+mortalidade+sancao_integridade	3314	
4	desmatamento_clima+educacao+natalidade+sancao_integridade	3314	
4	desmatamento_clima+educacao+politica+sancao_integridade	3314	
4	desmatamento_clima+educacao+sancao_integridade+saneamento_agua	3314	
4	desmatamento_clima+educacao+sancao_integridade+saude_producao	3314	
4	desmatamento_clima+educacao+sancao_integridade+trabalho_empresa	3314	
4	desmatamento_clima+educacao+sancao_integridade+transferencia_renda	3314	
4	desmatamento_clima+educacao+sancao_integridade+vigilancia_sinan	3314	
4	desmatamento_clima+fiscal_municipal+fiscalizacao_ambiental+sancao_integridade	3314	
4	desmatamento_clima+fiscal_municipal+fundiario+sancao_integridade	3314	
4	desmatamento_clima+fiscal_municipal+mineracao_energia+sancao_integridade	3314	
4	desmatamento_clima+fiscal_municipal+mobilidade+sancao_integridade	3314	
4	desmatamento_clima+fiscal_municipal+mortalidade+sancao_integridade	3314	
4	desmatamento_clima+fiscal_municipal+natalidade+sancao_integridade	3314	
4	desmatamento_clima+fiscal_municipal+politica+sancao_integridade	3314	
4	desmatamento_clima+fiscal_municipal+sancao_integridade+saneamento_agua	3314	
4	desmatamento_clima+fiscal_municipal+sancao_integridade+saude_producao	3314	
4	desmatamento_clima+fiscal_municipal+sancao_integridade+trabalho_empresa	3314	
4	desmatamento_clima+fiscal_municipal+sancao_integridade+transferencia_renda	3314	
4	desmatamento_clima+fiscal_municipal+sancao_integridade+vigilancia_sinan	3314	
4	desmatamento_clima+fiscalizacao_ambiental+fundiario+sancao_integridade	3314	
4	desmatamento_clima+fiscalizacao_ambiental+mineracao_energia+sancao_integridade	3314	P63-2
4	desmatamento_clima+fiscalizacao_ambiental+mobilidade+sancao_integridade	3314	
4	desmatamento_clima+fiscalizacao_ambiental+mortalidade+sancao_integridade	3314	
4	desmatamento_clima+fiscalizacao_ambiental+natalidade+sancao_integridade	3314	
4	desmatamento_clima+fiscalizacao_ambiental+politica+sancao_integridade	3314	
4	desmatamento_clima+fiscalizacao_ambiental+sancao_integridade+saneamento_agua	3314	
4	desmatamento_clima+fiscalizacao_ambiental+sancao_integridade+saude_producao	3314	
4	desmatamento_clima+fiscalizacao_ambiental+sancao_integridade+trabalho_empresa	3314	
4	desmatamento_clima+fiscalizacao_ambiental+sancao_integridade+transferencia_renda	3314	
4	desmatamento_clima+fiscalizacao_ambiental+sancao_integridade+vigilancia_sinan	3314	
4	desmatamento_clima+fundiario+mineracao_energia+sancao_integridade	3314	
4	desmatamento_clima+fundiario+mobilidade+sancao_integridade	3314	
4	desmatamento_clima+fundiario+mortalidade+sancao_integridade	3314	
4	desmatamento_clima+fundiario+natalidade+sancao_integridade	3314	
4	desmatamento_clima+fundiario+politica+sancao_integridade	3314	
4	desmatamento_clima+fundiario+sancao_integridade+saneamento_agua	3314	
4	desmatamento_clima+fundiario+sancao_integridade+saude_producao	3314	
4	desmatamento_clima+fundiario+sancao_integridade+trabalho_empresa	3314	
4	desmatamento_clima+fundiario+sancao_integridade+transferencia_renda	3314	
4	desmatamento_clima+fundiario+sancao_integridade+vigilancia_sinan	3314	
4	desmatamento_clima+mineracao_energia+mobilidade+sancao_integridade	3314	
4	desmatamento_clima+mineracao_energia+mortalidade+sancao_integridade	3314	
4	desmatamento_clima+mineracao_energia+natalidade+sancao_integridade	3314	
4	desmatamento_clima+mineracao_energia+politica+sancao_integridade	3314	
4	desmatamento_clima+mineracao_energia+sancao_integridade+saneamento_agua	3314	
4	desmatamento_clima+mineracao_energia+sancao_integridade+saude_producao	3314	
4	desmatamento_clima+mineracao_energia+sancao_integridade+trabalho_empresa	3314	
4	desmatamento_clima+mineracao_energia+sancao_integridade+transferencia_renda	3314	
4	desmatamento_clima+mineracao_energia+sancao_integridade+vigilancia_sinan	3314	
4	desmatamento_clima+mobilidade+mortalidade+sancao_integridade	3314	
4	desmatamento_clima+mobilidade+natalidade+sancao_integridade	3314	
4	desmatamento_clima+mobilidade+politica+sancao_integridade	3314	
4	desmatamento_clima+mobilidade+sancao_integridade+saneamento_agua	3314	
4	desmatamento_clima+mobilidade+sancao_integridade+saude_producao	3314	
4	desmatamento_clima+mobilidade+sancao_integridade+trabalho_empresa	3314	
4	desmatamento_clima+mobilidade+sancao_integridade+transferencia_renda	3314	
4	desmatamento_clima+mobilidade+sancao_integridade+vigilancia_sinan	3314	
4	desmatamento_clima+mortalidade+natalidade+sancao_integridade	3314	
4	desmatamento_clima+mortalidade+politica+sancao_integridade	3314	
4	desmatamento_clima+mortalidade+sancao_integridade+saneamento_agua	3314	
4	desmatamento_clima+mortalidade+sancao_integridade+saude_producao	3314	
4	desmatamento_clima+mortalidade+sancao_integridade+trabalho_empresa	3314	
4	desmatamento_clima+mortalidade+sancao_integridade+transferencia_renda	3314	
4	desmatamento_clima+mortalidade+sancao_integridade+vigilancia_sinan	3314	
4	desmatamento_clima+natalidade+politica+sancao_integridade	3314	
4	desmatamento_clima+natalidade+sancao_integridade+saneamento_agua	3314	
4	desmatamento_clima+natalidade+sancao_integridade+saude_producao	3314	
4	desmatamento_clima+natalidade+sancao_integridade+trabalho_empresa	3314	
4	desmatamento_clima+natalidade+sancao_integridade+transferencia_renda	3314	
4	desmatamento_clima+natalidade+sancao_integridade+vigilancia_sinan	3314	
4	desmatamento_clima+politica+sancao_integridade+saneamento_agua	3314	
4	desmatamento_clima+politica+sancao_integridade+saude_producao	3314	
4	desmatamento_clima+politica+sancao_integridade+trabalho_empresa	3314	
4	desmatamento_clima+politica+sancao_integridade+transferencia_renda	3314	
4	desmatamento_clima+politica+sancao_integridade+vigilancia_sinan	3314	
4	desmatamento_clima+sancao_integridade+saneamento_agua+saude_producao	3314	
4	desmatamento_clima+sancao_integridade+saneamento_agua+trabalho_empresa	3314	
4	desmatamento_clima+sancao_integridade+saneamento_agua+transferencia_renda	3314	
4	desmatamento_clima+sancao_integridade+saneamento_agua+vigilancia_sinan	3314	
4	desmatamento_clima+sancao_integridade+saude_producao+trabalho_empresa	3314	
4	desmatamento_clima+sancao_integridade+saude_producao+transferencia_renda	3314	
4	desmatamento_clima+sancao_integridade+saude_producao+vigilancia_sinan	3314	
4	desmatamento_clima+sancao_integridade+trabalho_empresa+transferencia_renda	3314	
4	desmatamento_clima+sancao_integridade+trabalho_empresa+vigilancia_sinan	3314	
4	desmatamento_clima+sancao_integridade+transferencia_renda+vigilancia_sinan	3314	
4	educacao+fiscal_municipal+fiscalizacao_ambiental+sancao_integridade	3314	
4	educacao+fiscal_municipal+fundiario+sancao_integridade	3314	
4	educacao+fiscal_municipal+mineracao_energia+sancao_integridade	3314	
4	educacao+fiscal_municipal+mobilidade+sancao_integridade	3314	
4	educacao+fiscal_municipal+mortalidade+sancao_integridade	3314	
4	educacao+fiscal_municipal+natalidade+sancao_integridade	3314	
4	educacao+fiscal_municipal+politica+sancao_integridade	3314	
4	educacao+fiscal_municipal+sancao_integridade+saneamento_agua	3314	
4	educacao+fiscal_municipal+sancao_integridade+saude_producao	3314	
4	educacao+fiscal_municipal+sancao_integridade+trabalho_empresa	3314	
4	educacao+fiscal_municipal+sancao_integridade+transferencia_renda	3314	
4	educacao+fiscal_municipal+sancao_integridade+vigilancia_sinan	3314	
4	educacao+fiscalizacao_ambiental+fundiario+sancao_integridade	3314	
4	educacao+fiscalizacao_ambiental+mineracao_energia+sancao_integridade	3314	
4	educacao+fiscalizacao_ambiental+mobilidade+sancao_integridade	3314	
4	educacao+fiscalizacao_ambiental+mortalidade+sancao_integridade	3314	
4	educacao+fiscalizacao_ambiental+natalidade+sancao_integridade	3314	
4	educacao+fiscalizacao_ambiental+politica+sancao_integridade	3314	
4	educacao+fiscalizacao_ambiental+sancao_integridade+saneamento_agua	3314	
4	educacao+fiscalizacao_ambiental+sancao_integridade+saude_producao	3314	
4	educacao+fiscalizacao_ambiental+sancao_integridade+trabalho_empresa	3314	
4	educacao+fiscalizacao_ambiental+sancao_integridade+transferencia_renda	3314	
4	educacao+fiscalizacao_ambiental+sancao_integridade+vigilancia_sinan	3314	
4	educacao+fundiario+mineracao_energia+sancao_integridade	3314	
4	educacao+fundiario+mobilidade+sancao_integridade	3314	
4	educacao+fundiario+mortalidade+sancao_integridade	3314	
4	educacao+fundiario+natalidade+sancao_integridade	3314	
4	educacao+fundiario+politica+sancao_integridade	3314	
4	educacao+fundiario+sancao_integridade+saneamento_agua	3314	
4	educacao+fundiario+sancao_integridade+saude_producao	3314	
4	educacao+fundiario+sancao_integridade+trabalho_empresa	3314	
4	educacao+fundiario+sancao_integridade+transferencia_renda	3314	
4	educacao+fundiario+sancao_integridade+vigilancia_sinan	3314	
4	educacao+mineracao_energia+mobilidade+sancao_integridade	3314	
4	educacao+mineracao_energia+mortalidade+sancao_integridade	3314	
4	educacao+mineracao_energia+natalidade+sancao_integridade	3314	
4	educacao+mineracao_energia+politica+sancao_integridade	3314	
4	educacao+mineracao_energia+sancao_integridade+saneamento_agua	3314	
4	educacao+mineracao_energia+sancao_integridade+saude_producao	3314	
4	educacao+mineracao_energia+sancao_integridade+trabalho_empresa	3314	
4	educacao+mineracao_energia+sancao_integridade+transferencia_renda	3314	
4	educacao+mineracao_energia+sancao_integridade+vigilancia_sinan	3314	
4	educacao+mobilidade+mortalidade+sancao_integridade	3314	
4	educacao+mobilidade+natalidade+sancao_integridade	3314	
4	educacao+mobilidade+politica+sancao_integridade	3314	
4	educacao+mobilidade+sancao_integridade+saneamento_agua	3314	
4	educacao+mobilidade+sancao_integridade+saude_producao	3314	
4	educacao+mobilidade+sancao_integridade+trabalho_empresa	3314	
4	educacao+mobilidade+sancao_integridade+transferencia_renda	3314	
4	educacao+mobilidade+sancao_integridade+vigilancia_sinan	3314	
4	educacao+mortalidade+natalidade+sancao_integridade	3314	
4	educacao+mortalidade+politica+sancao_integridade	3314	
4	educacao+mortalidade+sancao_integridade+saneamento_agua	3314	
4	educacao+mortalidade+sancao_integridade+saude_producao	3314	
4	educacao+mortalidade+sancao_integridade+trabalho_empresa	3314	
4	educacao+mortalidade+sancao_integridade+transferencia_renda	3314	
4	educacao+mortalidade+sancao_integridade+vigilancia_sinan	3314	
4	educacao+natalidade+politica+sancao_integridade	3314	
4	educacao+natalidade+sancao_integridade+saneamento_agua	3314	
4	educacao+natalidade+sancao_integridade+saude_producao	3314	
4	educacao+natalidade+sancao_integridade+trabalho_empresa	3314	
4	educacao+natalidade+sancao_integridade+transferencia_renda	3314	
4	educacao+natalidade+sancao_integridade+vigilancia_sinan	3314	
4	educacao+politica+sancao_integridade+saneamento_agua	3314	
4	educacao+politica+sancao_integridade+saude_producao	3314	
4	educacao+politica+sancao_integridade+trabalho_empresa	3314	
4	educacao+politica+sancao_integridade+transferencia_renda	3314	
4	educacao+politica+sancao_integridade+vigilancia_sinan	3314	
4	educacao+sancao_integridade+saneamento_agua+saude_producao	3314	
4	educacao+sancao_integridade+saneamento_agua+trabalho_empresa	3314	
4	educacao+sancao_integridade+saneamento_agua+transferencia_renda	3314	
4	educacao+sancao_integridade+saneamento_agua+vigilancia_sinan	3314	
4	educacao+sancao_integridade+saude_producao+trabalho_empresa	3314	
4	educacao+sancao_integridade+saude_producao+transferencia_renda	3314	
4	educacao+sancao_integridade+saude_producao+vigilancia_sinan	3314	
4	educacao+sancao_integridade+trabalho_empresa+transferencia_renda	3314	H?
4	educacao+sancao_integridade+trabalho_empresa+vigilancia_sinan	3314	
4	educacao+sancao_integridade+transferencia_renda+vigilancia_sinan	3314	
4	fiscal_municipal+fiscalizacao_ambiental+fundiario+sancao_integridade	3314	
4	fiscal_municipal+fiscalizacao_ambiental+mineracao_energia+sancao_integridade	3314	
4	fiscal_municipal+fiscalizacao_ambiental+mobilidade+sancao_integridade	3314	
4	fiscal_municipal+fiscalizacao_ambiental+mortalidade+sancao_integridade	3314	
4	fiscal_municipal+fiscalizacao_ambiental+natalidade+sancao_integridade	3314	
4	fiscal_municipal+fiscalizacao_ambiental+politica+sancao_integridade	3314	
4	fiscal_municipal+fiscalizacao_ambiental+sancao_integridade+saneamento_agua	3314	
4	fiscal_municipal+fiscalizacao_ambiental+sancao_integridade+saude_producao	3314	
4	fiscal_municipal+fiscalizacao_ambiental+sancao_integridade+trabalho_empresa	3314	
4	fiscal_municipal+fiscalizacao_ambiental+sancao_integridade+transferencia_renda	3314	
4	fiscal_municipal+fiscalizacao_ambiental+sancao_integridade+vigilancia_sinan	3314	
4	fiscal_municipal+fundiario+mineracao_energia+sancao_integridade	3314	
4	fiscal_municipal+fundiario+mobilidade+sancao_integridade	3314	
4	fiscal_municipal+fundiario+mortalidade+sancao_integridade	3314	
4	fiscal_municipal+fundiario+natalidade+sancao_integridade	3314	
4	fiscal_municipal+fundiario+politica+sancao_integridade	3314	
4	fiscal_municipal+fundiario+sancao_integridade+saneamento_agua	3314	
4	fiscal_municipal+fundiario+sancao_integridade+saude_producao	3314	
4	fiscal_municipal+fundiario+sancao_integridade+trabalho_empresa	3314	
4	fiscal_municipal+fundiario+sancao_integridade+transferencia_renda	3314	
4	fiscal_municipal+fundiario+sancao_integridade+vigilancia_sinan	3314	
4	fiscal_municipal+mineracao_energia+mobilidade+sancao_integridade	3314	
4	fiscal_municipal+mineracao_energia+mortalidade+sancao_integridade	3314	
4	fiscal_municipal+mineracao_energia+natalidade+sancao_integridade	3314	
4	fiscal_municipal+mineracao_energia+politica+sancao_integridade	3314	
4	fiscal_municipal+mineracao_energia+sancao_integridade+saneamento_agua	3314	
4	fiscal_municipal+mineracao_energia+sancao_integridade+saude_producao	3314	
4	fiscal_municipal+mineracao_energia+sancao_integridade+trabalho_empresa	3314	
4	fiscal_municipal+mineracao_energia+sancao_integridade+transferencia_renda	3314	
4	fiscal_municipal+mineracao_energia+sancao_integridade+vigilancia_sinan	3314	
4	fiscal_municipal+mobilidade+mortalidade+sancao_integridade	3314	
4	fiscal_municipal+mobilidade+natalidade+sancao_integridade	3314	
4	fiscal_municipal+mobilidade+politica+sancao_integridade	3314	
4	fiscal_municipal+mobilidade+sancao_integridade+saneamento_agua	3314	
4	fiscal_municipal+mobilidade+sancao_integridade+saude_producao	3314	
4	fiscal_municipal+mobilidade+sancao_integridade+trabalho_empresa	3314	
4	fiscal_municipal+mobilidade+sancao_integridade+transferencia_renda	3314	
4	fiscal_municipal+mobilidade+sancao_integridade+vigilancia_sinan	3314	
4	fiscal_municipal+mortalidade+natalidade+sancao_integridade	3314	
4	fiscal_municipal+mortalidade+politica+sancao_integridade	3314	
4	fiscal_municipal+mortalidade+sancao_integridade+saneamento_agua	3314	
4	fiscal_municipal+mortalidade+sancao_integridade+saude_producao	3314	
4	fiscal_municipal+mortalidade+sancao_integridade+trabalho_empresa	3314	
4	fiscal_municipal+mortalidade+sancao_integridade+transferencia_renda	3314	
4	fiscal_municipal+mortalidade+sancao_integridade+vigilancia_sinan	3314	
4	fiscal_municipal+natalidade+politica+sancao_integridade	3314	
4	fiscal_municipal+natalidade+sancao_integridade+saneamento_agua	3314	
4	fiscal_municipal+natalidade+sancao_integridade+saude_producao	3314	
4	fiscal_municipal+natalidade+sancao_integridade+trabalho_empresa	3314	
4	fiscal_municipal+natalidade+sancao_integridade+transferencia_renda	3314	
4	fiscal_municipal+natalidade+sancao_integridade+vigilancia_sinan	3314	
4	fiscal_municipal+politica+sancao_integridade+saneamento_agua	3314	
4	fiscal_municipal+politica+sancao_integridade+saude_producao	3314	
4	fiscal_municipal+politica+sancao_integridade+trabalho_empresa	3314	
4	fiscal_municipal+politica+sancao_integridade+transferencia_renda	3314	
4	fiscal_municipal+politica+sancao_integridade+vigilancia_sinan	3314	
4	fiscal_municipal+sancao_integridade+saneamento_agua+saude_producao	3314	
4	fiscal_municipal+sancao_integridade+saneamento_agua+trabalho_empresa	3314	
4	fiscal_municipal+sancao_integridade+saneamento_agua+transferencia_renda	3314	
4	fiscal_municipal+sancao_integridade+saneamento_agua+vigilancia_sinan	3314	
4	fiscal_municipal+sancao_integridade+saude_producao+trabalho_empresa	3314	
4	fiscal_municipal+sancao_integridade+saude_producao+transferencia_renda	3314	
4	fiscal_municipal+sancao_integridade+saude_producao+vigilancia_sinan	3314	
4	fiscal_municipal+sancao_integridade+trabalho_empresa+transferencia_renda	3314	
4	fiscal_municipal+sancao_integridade+trabalho_empresa+vigilancia_sinan	3314	
4	fiscal_municipal+sancao_integridade+transferencia_renda+vigilancia_sinan	3314	
4	fiscalizacao_ambiental+fundiario+mineracao_energia+sancao_integridade	3314	
4	fiscalizacao_ambiental+fundiario+mobilidade+sancao_integridade	3314	
4	fiscalizacao_ambiental+fundiario+mortalidade+sancao_integridade	3314	
4	fiscalizacao_ambiental+fundiario+natalidade+sancao_integridade	3314	
4	fiscalizacao_ambiental+fundiario+politica+sancao_integridade	3314	
4	fiscalizacao_ambiental+fundiario+sancao_integridade+saneamento_agua	3314	
4	fiscalizacao_ambiental+fundiario+sancao_integridade+saude_producao	3314	
4	fiscalizacao_ambiental+fundiario+sancao_integridade+trabalho_empresa	3314	
4	fiscalizacao_ambiental+fundiario+sancao_integridade+transferencia_renda	3314	
4	fiscalizacao_ambiental+fundiario+sancao_integridade+vigilancia_sinan	3314	
4	fiscalizacao_ambiental+mineracao_energia+mobilidade+sancao_integridade	3314	
4	fiscalizacao_ambiental+mineracao_energia+mortalidade+sancao_integridade	3314	
4	fiscalizacao_ambiental+mineracao_energia+natalidade+sancao_integridade	3314	
4	fiscalizacao_ambiental+mineracao_energia+politica+sancao_integridade	3314	
4	fiscalizacao_ambiental+mineracao_energia+sancao_integridade+saneamento_agua	3314	
4	fiscalizacao_ambiental+mineracao_energia+sancao_integridade+saude_producao	3314	
4	fiscalizacao_ambiental+mineracao_energia+sancao_integridade+trabalho_empresa	3314	
4	fiscalizacao_ambiental+mineracao_energia+sancao_integridade+transferencia_renda	3314	
4	fiscalizacao_ambiental+mineracao_energia+sancao_integridade+vigilancia_sinan	3314	
4	fiscalizacao_ambiental+mobilidade+mortalidade+sancao_integridade	3314	
4	fiscalizacao_ambiental+mobilidade+natalidade+sancao_integridade	3314	
4	fiscalizacao_ambiental+mobilidade+politica+sancao_integridade	3314	
4	fiscalizacao_ambiental+mobilidade+sancao_integridade+saneamento_agua	3314	
4	fiscalizacao_ambiental+mobilidade+sancao_integridade+saude_producao	3314	
4	fiscalizacao_ambiental+mobilidade+sancao_integridade+trabalho_empresa	3314	
4	fiscalizacao_ambiental+mobilidade+sancao_integridade+transferencia_renda	3314	
4	fiscalizacao_ambiental+mobilidade+sancao_integridade+vigilancia_sinan	3314	
4	fiscalizacao_ambiental+mortalidade+natalidade+sancao_integridade	3314	
4	fiscalizacao_ambiental+mortalidade+politica+sancao_integridade	3314	
